EmailId,SessionId,ItemId,ItemName,Date,Checkout
GRACE@contosoax7.onmicrosoft.com,77,67402,Radimer Mountain Bike,10/2/2022 1:40,FALSE
INGA@contosoax7.onmicrosoft.com,78,67403,Iropa Mountain Bike,10/2/2022 1:50,TRUE
ISAAC@contosoax7.onmicrosoft.com,79,67404,Bortan Mountain Bike,10/2/2022 2:00,FALSE
JEREMYL@contosoax7.onmicrosoft.com,80,67405,Tellux Mountain Bike,10/2/2022 2:10,FALSE
JODI@contosoax7.onmicrosoft.com,81,67406,Xenmon Mountain Bike,10/2/2022 2:20,FALSE
KEVIN@contosoax7.onmicrosoft.com,82,67407,Poloner Mountain Bike,10/2/2022 2:30,FALSE
LARS@contosoax7.onmicrosoft.com,83,67408,Lanthas Mountain Bike,10/2/2022 2:40,TRUE
Lola@contosoax7.onmicrosoft.com,84,67400,Sodix Mountain Bike,10/2/2022 2:50,FALSE
Lukas@contosoax7.onmicrosoft.com,85,67401,Mannos Mountain Bike,10/2/2022 3:00,FALSE
BENJAMIN@contosoax7.onmicrosoft.com,95,67402,Radimer Mountain Bike,10/2/2022 3:10,FALSE
